nomoffre;type;typehabitation;adresse1;adresse1suite;adresse2;adresse3;codepostal;commune;cedex;codeinseecommune;latitude;longitude;acces;commmob;commtel;commfax;commmail;commweb;videosurl;plateformeurl;spvideosembed;tripadwidget;animauxacceptes;animauxinfo;labeltourismehandicap;spaccessibilite;spaccueilveloitineraire;equipements;confortimmobilier;confortmobilier;labels;labelsclassement;categorie;capacitenbchambres;capacitenbchambresmobreduite;capacitenbhebergements;capacitenbpersonnes;capacitesurface;services;languesparleesaccueil;ouverturealannee;ouverturegranule;resadirecte;resaenligneouinon;resaenligne;resaagence;tarifs;modepaiement;localisation;departement
L'AUBEPINE;Meublés;Maison;;;Rue du Bois;;53270;TORCE-VIVIERS-EN-CHARNIE;;53265;48.09722;-0.26159;Gare SNCF||Gare d'Evron||14,5;;;;;https://cocoonr.fr/location-court-sejour/torce-viviers-en-charnie-53/laubepine-2379/;;Tripadvisor||https://www.tripadvisor.fr/VacationRentalReview-g6685725-d25307369-L_39_Aubepine_Gite_avec_piscine_et_jacuzzi-Torce_Viviers_en_Charnie_Mayenne_Pays_de_.html;;;;;;non;;Piscine,WiFi;;;;;Non classé;4;;1;8;140;;;oui;;;oui;||https://cocoonr.fr/location-court-sejour/torce-viviers-en-charnie-53/laubepine-2379/||||||,Booking||https://www.booking.com/hotel/fr/aubepine-gite-avec-piscine-et-jacuzzi.fr.html||||||;;;;48.09722,-0.26159;Mayenne
DOMA AU DOMAINE DES PIERRES JUMELLES;Hébergement insolite;Cabane;;;280 Hameau de RAME;;53600;SAINTE-GEMMES-LE-ROBERT;;53218;48.1984359;-0.4063121;Gare SNCF||Gare d'Evron||6;06 41 90 34 59;;;;https://www.pierresjumelles.com/kerterre;https://www.facebook.com/pierresjumelles/videos/3545872845464225,https://www.dailymotion.com/video/x8cxhjj;Facebook||https://www.facebook.com/pierresjumelles,Instagram||https://www.instagram.com/pierresjumelles/?hl=fr;"Réveil dans la kerterre<span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>,Vidéo France bleu<span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";;oui;Sous certaines conditions. Merci de nous contacter avant. Un supplément vous sera demandé.;;non;;WiFi;"Entrée indépendante;Parking;Plain Pied;Toilettes séparées";Cheminée;;;Non classé;1;0;1;2;5;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit),Tables d'hôtes;Français;oui;;;oui;||https://www.pierresjumelles.com/kerterre||||06 41 90 34 59||pierresjumelles@gmail.com;;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||69,00||99,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Chèques Vacances Connect;Espèces;Virement";48.1984359,-0.4063121;Mayenne
GITE LE PRESBYTERE;Meublés;Maison;;Le Presbytère;Route de Deux Evailles;;53150;BREE;;53043;48.157326;-0.52107;Gare SNCF||Gare d'Evron||9,5,Gare SNCF||Gare de Montsûrs||3;;06 87 45 30 45;;;;;;;;;;;non;;Parc/jardin,WiFi;"Entrée indépendante;Jardin indépendant;Parking;Plain Pied;Sanitaires privés;Terrain clos;Terrasse / Balcon";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;;;Non classé;2;;1;5;90;Location de draps,Option nettoyage;"Anglais;Français";oui;;HENRION Edith||06 87 45 30 45||edith.ha@hotmail.fr;;;;;"Chèques bancaires et postaux;Virement";48.157326,-0.52107;Mayenne
MAISON DE CAMPAGNE;Meublés;Maison;;;Lieu-dit Le clos de la Morinière;Saint-Ouën-des-Vallons;53150;MONTSURS;;53161;48.1621949;-0.564755;Gare SNCF||Gare de Montsûrs||3,5;06 81 60 52 71;;;;;;;;;;;;non;;WiFi;;;;;;3;;1;6;;Fourniture de draps (gratuit),Fourniture de linge (gratuit);;;;;oui;Airbnb||https://www.airbnb.fr/rooms/883755044945022597?check_in=2023-09-15&check_out=2023-09-17&guests=1&adults=1&s=67&unique_share_id=a21e5783-0ddc-4493-b57f-f706cc37ab13||||||;;;;48.1621949,-0.564755;Mayenne
Chambres d'hôtes Domaine de la Mazure;Chambres d'hôtes;Châteaux et demeures de prestige;;;2, La Mazure;La Chapelle Basse Mer;44450;DIVATTE-SUR-LOIRE;;44029;47.2877078;-1.3414922;Gare SNCF||Gare de Nantes||20,Aéroport/aérodrome||Aéroport Nantes Atlantique||30;07 82 10 23 00;06 81 55 52 77;;;http://www.lamazure.fr/;;Facebook||https://www.facebook.com/LaMazureMariages,Instagram||https://www.instagram.com/lamazure_mariages/;;;non;;;non;;Espace bien-être,Parc/jardin,Plan d'eau,WiFi;"Parking;Sanitaires privés;Terrain clos;Toilettes séparées";;Bienvenue au château;;Non classé;5;0;5;10;;Fourniture de draps (gratuit),Nettoyage (gratuit),Tables d'hôtes;"Anglais;Espagnol;Français";oui;;;non;||||||06 81 55 52 77||contact@lamazure.fr;;;"Chèques bancaires et postaux;Espèces;Virement";47.2877078,-1.3414922;Loire-Atlantique
CAP HORN;Meublés;Maison;;;17 rue Vigier;;44400;REZE;;44143;47.1905427;-1.5447092;Gare SNCF||Gare de Pont Rousseau||0,4;;02 28 09 27 30;02 40 78 50 68;;http://www.residspa.com;;Instagram||https://www.instagram.com/residspa/;;;non;;;non;;Espace bien-être,Parc/jardin,Piscine,Piscine couverte,WiFi;"Entrée indépendante;Garage;Jardin indépendant;Sanitaires privés;Terrasse / Balcon;Toilettes séparées";Micro ondes,Lave linge,Lave vaisselle,Sèche linge;;;;4;0;1;8;110;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo,Option nettoyage,Nettoyage (gratuit);"Anglais;Français;Italien";oui;||||||||07:00||20:00||||||07:00||20:00||||||07:00||20:00||||||07:00||20:00||||||07:00||20:00||||||07:00||20:00||||||07:00||19:30||||;;oui;Airbnb||https://www.airbnb.fr/rooms/1101959?source_impression_id=p3_1670869141_N%2FUvKcuWbgoMbqML||||02 28 09 27 30||contact@residspa.com,Booking||https://www.booking.com/hotel/fr/ra-c-sid-spa-loire-amp-sa-vre.fr.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARjIAQzYAQHoAQH4AQuIAgGoAgS4Apq43ZwGwAIB0gIkYTQ1NmMwZWYtNTg5OC00ODU4LTk1MTMtNjE0OTg2ZWRkZTBl2AIG4AIB&sid=733a5231ab3ee19e2b3fef1fe3e5e9d1&dest_id=-146168||||02 28 09 27 30||contact@residspa.com;;;"Cartes bancaires;Chèques Vacances;Espèces;Virement";47.1905427,-1.5447092;Loire-Atlantique
Tit'home - Camping Le Parc De Vaux ***;Locatif sur camping;Mobilhome;;;35 rue des Colverts;;53300;AMBRIERES-LES-VALLEES;;53003;48.3918873;-0.6171421;Gare SNCF||gare Laval||40,Autoroute||autoroute A 81||40,Gare routière||Laval||40,Route (nationale/départ.)||D23||0,Transport en commun||réseau pégase ligne 17||0,Aéroport/aérodrome||Rennes||100;;02 43 04 90 25;;;www.parcdevaux.com;;Facebook||https://www.facebook.com/parcdevaux.fref=ts;;;oui;sauf chien de 2ème catégorie/tatoué et vacciné , chiens tenus en laisse MAXI 2;;non;;Parc/jardin,Piscine,Plan d'eau,Tennis,WiFi;"Entrée indépendante;Parking;Plain Pied;Terrasse / Balcon;Toilettes séparées";;Accueil Vélo,Vogue et Vague;;3 étoiles;2;;3;5;21;Location de draps,Option nettoyage;"Anglais;Français";non;05/04/2024||25/10/2024||Réservation possible toute l'année||||09:00||14:00||12:30||18:00||09:00||14:00||12:30||18:00||09:00||14:00||12:30||18:00||09:00||14:00||12:30||18:00||09:00||14:00||12:30||18:00||09:00||14:00||12:30||18:00||10:00||15:00||12:30||17:00,05/04/2025||25/10/2025||Réservation possible toute l'année||||09:00||14:00||12:30||18:00||09:00||14:00||12:30||18:00||09:00||14:00||12:30||18:00||09:00||14:00||12:30||18:00||09:00||14:00||12:30||18:00||09:00||14:00||12:30||18:00||10:00||15:00||12:30||17:00;;oui;||https://premium.secureholiday.net/fr/4964/||||||,||www.parcdevaux.com||http://www.parcdevaux.com||02 43 04 90 25||contact@parcdevaux.com;;Semaine (meublé)||240,00||565,00||,Week-end (meublé)||104,00||104,00||,Nuitée (meublé)||104,00||104,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";48.3918873,-0.6171421;Mayenne
MEUBLES - LA VISITATION, RÉSIDENCE SERVICES SÉNIORS;Meublés;Appartement;;;11, Rue Barbier;;72000;LE MANS;;72181;48.003537;0.1938144;Gare SNCF||Gare le Mans||,Autoroute||A11, A10||,Transport en commun||TRAM, BUS||;;02 85 29 74 60;;;http://lavisitation.maisonsdefamille.com/;;;;;oui;;;non;;Climatisation,Espace bien-être,Parc/jardin,WiFi;"Entrée indépendante;Jardin indépendant;Parking;Terrasse / Balcon";Micro ondes;;;Non classé;19;;125;;60;Fourniture de draps (gratuit),Location de draps,Option nettoyage;Français;oui;;||07 72 23 08 59||gina.jourdain@maisonsdefamille.com;;;;;"Cartes bancaires;Chèques bancaires et postaux;Virement";48.003537,0.1938144;Sarthe
MEUBLES - LES JARDINS D'ARCADIE, RÉSIDENCE SERVICES SÉNIORS;Meublés;Appartement;;;24 bis, rue Albert Maignan;;72000;LE MANS;;72181;48.005303;0.204337;Gare SNCF||Gare le Mans||,Autoroute||A11, A10||,Transport en commun||TRAM, BUS||;;02 43 89 65 00;;;http://www.jardins-arcadie.fr;;Facebook||https://www.facebook.com/lesjardinsdarcadie/;;;oui;;;non;;;"Parking;Terrasse / Balcon";Micro ondes;;;Non classé;;;;;;;Français;oui;;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Virement";48.005303,0.204337;Sarthe
STUDIO LE LEOPARD;Meublés;Appartement;;;38 Rue Pierre Belon;;72000;LE MANS;;72181;48.0062583;0.2082255;Gare SNCF||Gare Nord, tram 1 ou 2||1,5;0651298654;;;;https://cosybreak.fr/;;;;;non;;;non;;Parc/jardin,WiFi;"Entrée indépendante;Plain Pied;Sanitaires privés;Terrasse / Balcon";Micro ondes,Lave linge;;;Non classé;;;1;2;20;Fourniture de draps (gratuit),Fourniture de linge (gratuit);"Anglais;Espagnol;Français";oui;;;;;;Nuitée (meublé)||||||Selon saison;"Cartes bancaires;Espèces;Virement";48.0062583,0.2082255;Sarthe
Gîte Le Quai Roblan;Meublés;Maison;;;01 Rue Principale;;49123;INGRANDES-LE FRESNE SUR LOIRE;;49160;47.3994883;-0.9296917;Gare SNCF||Gare SNCF d'Ingrandes-sur-Loire||1,Autoroute||A11 - Sortie 19||11,6,Route (nationale/départ.)||RD723||1,6,Aéroport/aérodrome||Aéroport Nantes-Atlantique||65,Gare routière||Anjoubus - Passerelle SNCF||1;;;;;;;;;;non;;;non;;Parc/jardin;"Entrée indépendante;Jardin indépendant;Local vélo;Parking;Plain Pied;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées";Cheminée,Micro ondes,Lave linge,Lave vaisselle,Sèche linge;Hébergement Pêche;;;1;;1;2;40;Location de draps,Location de linge,Option nettoyage;"Anglais;Espagnol;Français";oui;;GLOTIN Hélène||02 41 39 28 54||lnglotin@yahoo.fr;non;||||||06 49 83 84 51||;;Nuitée (meublé)||||||Basse Saison - Minimum 2 nuits,Semaine (meublé)||||||Basse Saison - Tarif long(14 jours) = 450/semaine,Nuitée (meublé)||||||Moyenne Saison - Minimum 2 nuits,Semaine (meublé)||||||Moyenne Saison - Tarif long(14 jours) = 400/semaine,Semaine (meublé)||||||Haute Saison - Tarif long(14 jours) = 450/semaine;"Chèques bancaires et postaux;Espèces;Virement";47.3994883,-0.9296917;Maine-et-Loire
Le Gîte du Pot Gris;Meublés;Appartement;15 rue du pot gris;;;;44690;CHATEAU-THEBAUD;;44037;47.1246167;-1.4197647;Gare SNCF||gare SNCF Nantes||20,Autoroute||A83 péage du bignon||8,Aéroport/aérodrome||Aeroport Nantes||20;;;;;http://www.legitedupotgris.jimdofree.com;;;;;non;;;non;;WiFi;"Entrée indépendante;Local vélo;Sanitaires privés;Toilettes séparées";Equipement bébé,Micro ondes,Lave linge;;;2 étoiles;2;0;1;4;60;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Option nettoyage;"Anglais;Espagnol;Français";oui;;Le gite du pot gris||06 80 01 69 20||legitedupotgris@gmail.com;;;;Nuitée (meublé)||61,00||||1 lit,Nuitée (meublé)||69,00||||2 lits,Week-end (meublé)||150,00||||,Mid-week (meublés)||79,00||||,Semaine (meublé)||373,00||||;"Chèques bancaires et postaux;Chèques Vacances;Chèques Vacances Connect;Espèces;Virement";47.1246167,-1.4197647;Loire-Atlantique
GITE LE PETIT DAVIERS;Meublés;Maison;Lieu dit Daviers;;LE PETIT DAVIERS;;53290;BOUERE;;53036;47.8640941;-0.4748202;Gare SNCF||Gare TGV de Sablé sur Sarthe||14;06 17 95 76 03;;;;;;;;;non;;;non;;Parc/jardin,Piscine,WiFi;"Entrée indépendante;Jardin indépendant;Local vélo;Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge;;;Non classé;3;;;6;120;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit);"Allemand;Anglais;Français";non;;GUITTARD Frederic||06 17 95 76 03||frederic_guittard@orange.fr;oui;||https://www.novasol-vacances.fr/location-vacances/france/pays-de-la-loire/location-de-vacances-bouere-fva025||||06 17 95 76 03||frederic_guittard@orange.fr;;;"Cartes bancaires;Chèques bancaires et postaux;Espèces;Virement";47.8640941,-0.4748202;Mayenne
La Demeure de Saint-Fiacre;Chambres d'hôtes;Châteaux et demeures de prestige;;;Les Gras Moutons;;44690;SAINT-FIACRE-SUR-MAINE;;44159;47.1385045;-1.4154996;Gare SNCF||La Haye-Fouassière ||4,Autoroute||A83 Les Sorinieres ||5,Route (nationale/départ.)||D63||0,1,Gare routière||Nantes||19,Transport en commun||Saint Fiacre sur Maine||0,1,Aéroport/aérodrome||Nantes-Atlantique||19,Héliport||Nantes-Atlantique||19,Halte fluviale||Bel Abord (La Maine)||0,1;;0240434633;;;http://www.lademeure.fr/;https://www.lademeure.fr/videos;Instagram||https://www.instagram.com/lademeure.fr;"La Demeure de Saint Fiacre<span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";;oui;7 euros par animal et par jour.;;non;;Borne de recharge pour véhicules électriques,Espace bien-être,Parc/jardin,Piscine,Plan d'eau,WiFi;"Entrée indépendante;Jardin indépendant;Parking;Plain Pied;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées";Cheminée,Lave linge,Sèche linge;Chambre d'hôtes référence;;Non classé;3;;3;8;250;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo,Option nettoyage;"Allemand;Anglais;Français";oui;;;oui;e-Resa||https://www.lademeure.fr/résa-saint-fiacre||||02 40 43 46 33||contact@lademeure.fr;;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||170,00||||,1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||170,00||||,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||110,00||||;"Cartes bancaires;Virement";47.1385045,-1.4154996;Loire-Atlantique
GITE ROUTE DU CHÂTEAU;Meublés;;;;22 route du château;Mazé;49630;MAZE-MILON;;49194;47.460498;-0.274303;Gare SNCF||La Ménitré||7,Autoroute||Fontaine Guérin||9,Route (nationale/départ.)||départemental 347||1,Gare routière||Angers||25,Transport en commun||Mzaé anjou bus||1,Aéroport/aérodrome||NANTES||90;06 34 02 41 70;02 41 80 62 10;;;;;;;;;;;non;;;;;;;;2;;2;4;;;;oui;01/01/2024||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Semaine (meublé)||200,00||||;Espèces;47.460498,-0.274303;Maine-et-Loire
Le gîte des Serres;Meublés;Appartement;;;1 Place du Prieuré;;53260;PARNE-SUR-ROC;;53175;48.00577;-0.66918;Gare SNCF||Laval gare||15,Halte fluviale||Entrammes||5,Aéroport/aérodrome||Entrammes||5;;;;;;;;;;non;;;non;;Parc/jardin,WiFi;"Entrée indépendante;Parking;Sanitaires privés;Toilettes séparées";Micro ondes,Lave vaisselle;;;Non classé;2;;1;7;80;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit);"Anglais;Français";oui;23/11/2022||31/08/2024||||||||||||||09:30||13:30||16:00||19:00||09:30||13:30||16:00||19:00||09:30||13:30||16:00||19:00||09:30||13:30||16:00||19:00||09:00||13:00||||||09:00||13:00||||;;oui;"Booking||https://www.booking.com/hotel/fr/le-gite-des-serres.en-gb.html?label=gen173nr-1FCAsoTUISbGUtZ2l0ZS1kZXMtc2VycmVzSAlYBGhNiAEBmAEJuAEYyAEM2AEB6AEB-AEDiAIBqAIEuALY9fGDBsACAdICJDVhNzc3MzVkLTViNGEtNDk3MC04MTE4LTk0NTZlN2ZhNDY3N9gCBeACAQ;sid=df5db7b79083ade8e5f9f04cf4f3fc87;dist=0&keep_||||06 70 53 24 71||lesserresaucomptoir@gmail.com,Airbnb||https://www.airbnb.fr/rooms/49273428?adults=1&check_in=2021-05-14&check_out=2021-05-15&federated_search_id=084a82ea-42d8-4215-89d3-89f41267aee5&source_impression_id=p3_1619184420_OHws0vFtUHlpnVEM&guests=1||||06 70 53 24 71||lesserresaucomptoir@gmail.com";;;"Cartes bancaires;Chèques bancaires et postaux;Espèces;Tickets Restaurant;Virement";48.00577,-0.66918;Mayenne
Gîte - La Maison de Nanny;Meublés;Maison;;;39, rue de Bretagne;;53540;SAINT-POIX;;53250;47.9658415;-1.0484496;Gare SNCF||Laval||30,Route (nationale/départ.)||D32||0,Autoroute||A81 sortie 5||14,7,Autoroute||N157 sortie Piquet||20,7;06 77 28 21 50;;;;;;;;;oui;;;non;;;;Equipement bébé;;;Non classé;5;;1;10;;;Français;oui;;Madame SOLIER||06 07 80 05 94||solier.ch61@gmail.com;;;;;"Chèques bancaires et postaux;Chèques Vacances";47.9658415,-1.0484496;Mayenne
Chalet de la Cadurie;Meublés;Chalet,Maison;;;Chalet de la Cadurie;;53200;LA ROCHE-NEUVILLE;;53136;47.8492752;-0.704112;Gare SNCF||Laval||32,1,Gare SNCF||Sablé-sur-Sarthe||33,1,Autoroute||A11 sortie 10||45,9,Autoroute||A81 sortie 3||37,5,Autoroute||A11 sortie 17||43,6,Route (nationale/départ.)||D112||1,2,Halte fluviale||Chateau gontier||2;06 11 50 58 79;02 43 07 99 11;;;https://chaletenmayenne.com/;https://www.youtube.com/watch?feature=player_embedded&v=gDljxOAFtY8;;"<iframe width=""640"" height=""360"" src=""//www.youtube.com/embed/gDljxOAFtY8?feature=player_embedded"" frameborder=""0"" allowfullscreen></iframe><span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";;oui;Les animaux ne peuvent pas dormir dans les lits et leurs propriétaires s'engagent à nettoyer toutes pertes de poils.;;non;;WiFi;"Entrée indépendante;Jardin indépendant;Parking;Terrain clos;Terrasse / Balcon";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge;;;Non classé;2;;1;6;60;Location de draps,Location de linge;Français;oui;;Madame VEAU||02 43 07 99 11||bernadette53@hotmail.com;;;;Semaine (meublé)||||||450 € juillet, août et vacances scolaires;Chèques bancaires et postaux;47.8492752,-0.704112;Mayenne
CHAMBRES D'HÔTES - LES LAMARTINE;Chambres d'hôtes;Châteaux et demeures de prestige,Maison;;;27 Boulevard Lamartine;;72000;LE MANS;;72181;47.999845;0.1905126;Gare SNCF||Le Mans nord||0,5,Autoroute||A11||2;06 88 69 14 23;;;;http://www.leslamartine.fr/;https://youtu.be/wAeWl_pepEo;Google+||;;;non;;;non;;Parc/jardin,WiFi;"Entrée indépendante;Garage;Jardin indépendant;Local vélo;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées";Cheminée;;;;4;0;4;10;100;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit);"Anglais;Français";oui;01/01/2019||31/12/2025||7/7 jours||||17:30||22:30||||||17:30||22:30||||||17:30||22:30||||||17:30||22:30||||||17:30||22:30||||||17:30||22:30||||||17:30||22:30||||;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Chèques Vacances Connect;Espèces;Virement";47.999845,0.1905126;Sarthe
CHAMBRES D'HOTES - LE MANOIR DES LOGIS;Chambres d'hôtes;Châteaux et demeures de prestige;;;33 Grande Allée des Logis;;72530;YVRE-L'EVEQUE;;72386;47.9976871;0.2467321;Gare SNCF||Le Mans Nord||5,Gare routière||Le Mans Nord||5;06 25 91 92 82;;;;https://manoirdeslogis.com;;;;;non;;;non;;Climatisation,Espace bien-être,Parc/jardin,Piscine,Plan d'eau,Tennis,WiFi;"Entrée indépendante;Jardin indépendant;Parking;Plain Pied;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées";Micro ondes,Lave vaisselle;;;Non classé;5;1;5;12;160;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location de draps,Location de linge,Location/prêt de vélo,Option nettoyage,Nettoyage (gratuit);Anglais;oui;;QUILLET- BELLOIR||06 25 91 92 82||contact@manoirdeslogis.com;oui;||https://manoirdeslogis.com)||https://manoirdeslogis.com)||06 25 91 92 82||contact@manoirdeslogis.com;;;"Cartes bancaires;Chèques bancaires et postaux;Espèces;Virement";47.9976871,0.2467321;Sarthe
CHAMBRE D'HÔTE- LE GRENIER DE LA MAISON DE BAPTISTE;Chambres d'hôtes;Maison;;;21 Longrais;;44850;SAINT-MARS-DU-DESERT;;44179;47.3412577;-1.4375076;Gare SNCF||Nantes ||17,Aéroport/aérodrome||Nantes Chateau Bougon||26,Autoroute||A 11||6,Gare routière||Nantes||17,Route (nationale/départ.)||D9 - D89||0,1;06 80 62 95 63;;;;http://www.maison-baptiste.fr;;;;;non;;;non;;Parc/jardin,WiFi;"Entrée indépendante;Parking;Sanitaires privés;Terrain clos;Toilettes séparées";Micro ondes;;;3 étoiles;1;;;2;18;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit);"Anglais;Français";oui;01/01/2024||31/12/2024||ouvert toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;MORISSEAU||02 40 77 48 25||longrais.accueil@wanadoo.fr;;;;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||||73,00||1 personne,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||||80,00||2 personnes;"Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.3412577,-1.4375076;Loire-Atlantique
Chambres d'hôtes Le Tertre;Chambres d'hôtes;Maison;;;Le Bas Tertre;Le Tertre;72270;DUREIL;;72123;47.834166;-0.1304549;Gare SNCF||Sablé sur sarthe||15,Autoroute||Sablé La Flèche||10,Gare routière||La Flèche||22,Aéroport/aérodrome||Tours||160,Halte fluviale||Malicorne sur sarthe||4;06 68 92 93 45;02 43 92 46 12;;;http://www.chambres-hotes.fr/chambres-hotes_le-tertre_dureil_25257.htm;;;;;oui;;;non;;Parc/jardin,WiFi;"Entrée indépendante;Jardin indépendant;Parking;Plain Pied;Sanitaires privés;Terrasse / Balcon";Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;;;;3;1;1;9;135;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location de draps,Location de linge,Option nettoyage;"Anglais;Français;Italien";oui;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||||06 68 92 93 45;;;;;"Chèques bancaires et postaux;Espèces;Virement";47.834166,-0.1304549;Sarthe
CHAMBRES D'HÔTES LA CHOUANNIÈRE;Chambres d'hôtes;Maison;;;Domaine des hayes;Brion;49250;LES BOIS D'ANJOU;;49138;47.4380469;-0.1339927;Gare SNCF||saumur||22,Autoroute||A 85||7;;02 41 80 21 74;;;http://www.loire-passion.com;;Tripadvisor||;;;non;;;non;;Parc/jardin,Piscine,WiFi;"Entrée indépendante;Jardin indépendant;Parking;Plain Pied;Sanitaires privés;Terrasse / Balcon;Toilettes séparées";Micro ondes,Lave linge;;;Non classé;4;;1;8;;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location de draps,Location de linge,Location/prêt de vélo,Option nettoyage,Nettoyage (gratuit);"Anglais;Français";non;29/06/2024||02/09/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,29/06/2025||02/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||65,00||||;"Chèques bancaires et postaux;Chèques Vacances";47.4380469,-0.1339927;Maine-et-Loire
