nomoffre,type,typehabitation,adresse1,adresse1suite,adresse2,adresse3,codepostal,commune,cedex,codeinseecommune,latitude,longitude,acces,commmob,commtel,commfax,commmail,commweb,videosurl,plateformeurl,spvideosembed,tripadwidget,animauxacceptes,animauxinfo,labeltourismehandicap,spaccessibilite,spaccueilveloitineraire,equipements,confortimmobilier,confortmobilier,labels,labelsclassement,categorie,capacitenbchambres,capacitenbchambresmobreduite,capacitenbhebergements,capacitenbpersonnes,capacitesurface,services,languesparleesaccueil,ouverturealannee,ouverturegranule,resadirecte,resaenligneouinon,resaenligne,resaagence,tarifs,modepaiement,localisation,departement
Chambre d'hôtes Domaine de la Charaudière,Chambres d'hôtes,Maison,0,0,"2020, La Charaudière",CHAMPTOCEAUX,49270.0,OREE D'ANJOU,0.0,49069,47.3347261,-1.2446643,"Aéroport/aérodrome||NANTES ATLANTIQUE||40,Gare routière||ANCENIS||9",06 44 13 26 23,0,0,0.0,0,0,0,0,0,non,0,0,non,0,"Parc/jardin,Piscine",Entrée indépendante;Local vélo;Parking;Plain Pied;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées,0,0,0,Non classé,1.0,0.0,1.0,2.0,30,Fourniture de linge (gratuit),Anglais;Français,oui,"02/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/03/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",Madame Legeard||06 44 13 26 23||lynda-legeard@hotmail.fr,0,0,0.0,"1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||105,00||105,00||",Chèques bancaires et postaux;Espèces;Virement,"47.3347261,-1.2446643",Maine-et-Loire
LA COLOMBINE,Meublés,Maison,1 Lieu-dit Le Grand Marais,0,1 Lieu-dit Le Grand Marais,0,44310.0,SAINT-PHILBERT-DE-GRAND-LIEU,0.0,44188,47.0640565,-1.6470229,"Aéroport/aérodrome||Nnates Atlantique ||25,Autoroute||A83 ||20,Bord de mer||Pornic ||35",0,06 45 73 25 38,0,0.0,0,0,0,0,0,0,0,0,non,0,0,Entrée indépendante;Jardin indépendant;Parking;Plain Pied;Sanitaires privés;Terrain clos;Toilettes séparées,"Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge",0,0,Non classé,3.0,0.0,1.0,6.0,0,0,0,oui,0,Perdreau ||06 45 73 25 28||allio.mh@hotmail.fr,0,0,0.0,0,Chèques bancaires et postaux;Espèces;Virement,"47.0640565,-1.6470229",Loire-Atlantique
MEUBLE - CIRCUIT EXPO ZENITH,Meublés,Maison,0,0,29 Rue Jean Mermoz,0,72100.0,LE MANS,0.0,72181,47.96239,0.20502,"Aéroport/aérodrome||paris||200,Aéroport/aérodrome||Le Mans ||0,9,Gare SNCF||Le Mans||4,Aéroport/aérodrome||Tours||90",06 77 88 25 04,0,0,0.0,0,0,0,0,0,non,0,0,non,0,"Parc/jardin,WiFi",Entrée indépendante;Garage;Jardin indépendant;Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées,"Micro ondes,Lave linge,Lave vaisselle,Sèche linge",0,0,Non classé,4.0,0.0,1.0,10.0,90,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Option nettoyage,Nettoyage (gratuit)",Français,oui,0,0,0,0,0.0,"Nuitée (meublé)||||||tarif y compris taxe de séjour, et nettoyage; minimum 2 nuits, tarifs spéciaux semaine, mois, et périodes sportives,Semaine (meublé)||||||tarif y compris taxe de séjour, et nettoyage; minimum 2 nuits, tarifs spéciaux mois, et périodes sportives,Mid-week (meublés)||||||tarif (lundi 17h au vendredi 11h ) y compris taxe de séjour, et nettoyage; minimum 2 nuits, tarifs spéciaux mois, et périodes sportives",Chèques bancaires et postaux;Chèques Vacances;Chèques Vacances Connect;Espèces;Virement,"47.96239,0.20502",Sarthe
Gîte la Nouvelle,Meublés,Maison,0,0,918 La Blaisinière,Vergonnes,49420.0,OMBREE D'ANJOU,0.0,49248,47.71174,-1.0872365,Aéroport/aérodrome||Rennes||73,06 17 79 43 38,0,0,0.0,0,0,||https://ilet-verdoyant.eatbu.com/,0,0,oui,Un supplément peut s'appliquer,0,non,0,WiFi,Entrée indépendante;Jardin indépendant;Parking;Terrain clos;Terrasse / Balcon,"Cheminée,Equipement bébé,Micro ondes,Lave linge",Gîtes de France,2 épis (Gîtes de France),1 étoile,1.0,0.0,1.0,4.0,0,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit)",Allemand;Anglais;Espagnol;Français,oui,"01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",0,oui,Gîtes de France||https://www.gites-de-france.com/fr/pays-de-la-loire/maine-et-loire/gite-la-nouvelle-h49g024916||||06 17 79 43 38||recin974@gmail.com,0.0,"Semaine (meublé)||500,00||500,00||Consulter le site Gîte de France",Cartes bancaires;Espèces;Virement,"47.71174,-1.0872365",Maine-et-Loire
SURPRENANTES - DE LA TERRE À LA LUNE,Hébergement insolite,Appartement,0,0,86 quai de la Fosse,0,44100.0,NANTES,0.0,44109,47.2086171,-1.5690311,"Aéroport/aérodrome||||6,14379,Gare maritime||||0,449963,Gare SNCF||Gare SNCF - accès Nord||2,20793,Gare SNCF||Gare SNCF - accès Sud||2,17912",06 38 44 49 98,0,0,0.0,http://www.surprenantes.com,0,0,0,0,non,Supplément animaux : 15€ par séjour,0,non,0,WiFi,Entrée indépendante,Micro ondes,0,0,Non classé,1.0,0.0,1.0,4.0,70,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit)",Anglais;Espagnol;Français,oui,0,0,non,0,0.0,"Nuitée (meublé)||||||Tarif en semaine du lundi au jeudi inclus : 139,00€;Tarif wee-end du vendredi au dimanche inclus , fériés, vacances scolaires et événements : 159,00€",Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Chèques Vacances Connect;Virement,"47.2086171,-1.5690311",Loire-Atlantique
GITE LA VILLA DU BOIS,Meublés,Maison,0,0,5 allee du calvaire,0,44240.0,LA CHAPELLE-SUR-ERDRE,0.0,44035,47.2831855,-1.537129,"Bord de mer||Pornic||50,Gare SNCF||Erdre activr||0,7",0,0,0,0.0,0,0,0,0,0,non,0,0,non,0,"Parc/jardin,WiFi",Entrée indépendante;Jardin indépendant;Local vélo;Parking;Plain Pied;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées,"Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge",B&B,0,2 étoiles,2.0,0.0,1.0,4.0,64,"Location de draps,Location de linge",Anglais;Espagnol;Français,oui,0,0,0,0,0.0,0,Chèques bancaires et postaux;Espèces,"47.2831855,-1.537129",Loire-Atlantique
LOCATION MEUBLÉ,Meublés,0,0,0,10 avenue de Port Val,0,44490.0,LE CROISIC,0.0,44049,47.2980085,-2.5442645,"Bord de mer||||0,05,Gare SNCF||||2",0,0,0,0.0,0,0,0,0,0,non,0,0,non,0,0,0,0,0,2 clés (Clévacances),Non classé,0.0,0.0,0.0,0.0,0,0,Français,0,0,0,0,0,0.0,0,0,"47.2980085,-2.5442645",Loire-Atlantique
LOCATION VILLA 6 PERS,Meublés,Maison,0,0,avenue des poissons,5 avenue des poissons,44210.0,PORNIC,0.0,44131,47.1053247,-2.0852796,"Bord de mer||||0,1,Gare SNCF||||2",0,06 74 00 50 90,0,0.0,0,0,0,0,0,non,0,0,non,0,"Parc/jardin,Piscine",Jardin indépendant;Parking;Terrain clos;Terrasse / Balcon,"Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge",0,3 clés (Clévacances),Non classé,3.0,0.0,0.0,0.0,130,0,Anglais;Français;Italien,0,0,0,0,0,0.0,0,Chèques bancaires et postaux;Virement,"47.1053247,-2.0852796",Loire-Atlantique
APPARTEMENT À LA BAULE EN LOIRE ATLANTIQUE,Meublés,Appartement,0,0,79 boulevard de l'Océan,0,44500.0,LA BAULE-ESCOUBLAC,0.0,44055,47.2756709,-2.363219,"Bord de mer||||0,1,Gare SNCF||||4",06 62 05 03 42,06 62 05 03 42,0,0.0,0,0,0,0,0,non,0,0,non,0,0,Parking;Terrasse / Balcon,"Micro ondes,Lave linge,Lave vaisselle",0,2 clés (Clévacances),Non classé,1.0,0.0,0.0,3.0,50,0,Français,0,0,0,0,0,0.0,0,Chèques bancaires et postaux;Espèces,"47.2756709,-2.363219",Loire-Atlantique
LE TRAICT 1900 - APPARTEMENT T2 - 3 PERSONNES - LE CROISIC,Meublés,Appartement,0,0,62 rue du Traict,0,44490.0,LE CROISIC,0.0,44049,47.2913824,-2.5085697,"Bord de mer||||0,9,Gare SNCF||||0,05",0,0,0,0.0,http://https://www.lgca-locations.com/le-croisic-le-traict-1900-pxl-28_35_87.html,0,0,0,0,non,0,0,non,0,0,0,"Equipement bébé,Micro ondes,Lave linge,Lave vaisselle",0,2 clés (Clévacances),Non classé,1.0,0.0,0.0,0.0,47,0,Français,0,0,0,0,0,0.0,0,0,"47.2913824,-2.5085697",Loire-Atlantique
Chambre d'hôtes Au pied de la tour,Chambres d'hôtes,0,0,0,29 rue du Château,0,44521.0,OUDON,0.0,44115,47.3451386,-1.2894926,"Bord de mer||||100,Gare SNCF||||0,Bord de mer||||100,Gare SNCF||||0",06 32 39 28 03,02 40 83 60 78,0,0.0,0,0,0,0,0,non,0,0,non,EV6-La Loire à Vélo,"Parc/jardin,WiFi",Jardin indépendant;Terrain clos;Terrasse / Balcon,Micro ondes,0,0,Non classé,2.0,0.0,0.0,4.0,25,0,Anglais;Français,oui,0,||||jean.gaston0498@orange.fr,0,0,0.0,0,Chèques bancaires et postaux;Espèces,"47.3451386,-1.2894926",Loire-Atlantique
Gîte de la Durasserie 4 personnes,Meublés,Maison,0,0,17 bis rue de la fontaine bleue,Chapelle-Basse-Mer(La),44450.0,DIVATTE-SUR-LOIRE,0.0,44029,47.2694058,-1.3453551,"Bord de mer||||45,Gare SNCF||||21",0,07 81 20 63 49,0,0.0,0,0,0,0,0,non,0,0,non,0,"Parc/jardin,Piscine",Jardin indépendant;Parking;Plain Pied;Terrain clos;Terrasse / Balcon,"Micro ondes,Lave linge,Lave vaisselle",0,0,Non classé,2.0,0.0,0.0,0.0,55,0,Allemand;Anglais;Français,0,0,0,0,0,0.0,0,Chèques bancaires et postaux,"47.2694058,-1.3453551",Loire-Atlantique
LA MARTINERIE,Meublés,Maison,0,0,La Martinerie,Bocé,49150.0,BAUGE-EN-ANJOU,0.0,49018,47.513121,-0.05539,"Gare routière||Baugé - cars SNCF ligne 26||5,Gare routière||Baugé - Ligne 402 B||5",06 09 87 42 46,0,0,0.0,0,0,0,0,0,non,0,0,non,0,"Local Vélo,Parc/jardin,WiFi",Entrée indépendante;Jardin indépendant;Local vélo;Parking;Sanitaires privés;Terrasse / Balcon;Toilettes séparées,"Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge",Gîtes de France,3 clés (Clévacances),3 étoiles,5.0,0.0,1.0,13.0,200,"Fourniture de draps (gratuit),Location/prêt de vélo,Option nettoyage",Anglais;Français,oui,01/01/2024||30/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,Girard Sylvie et Michel||06 09 87 42 46||gitedelamartinerie@gmail.com,oui,Booking||https://www.booking.com/hotel/fr/gite-de-la-martinerie.fr.html?aid=356980&label=gog235jc-1DCAsoTUIVZ2l0ZS1kZS1sYS1tYXJ0aW5lcmllSDNYA2hNiAEBmAENuAEXyAEM2AED6AEBiAIBqAIDuALa2eChBsACAdICJDFjMzUyMjg2LWU1MTktNGVkYi1hM2JlLTQ3NDAzYzBiYTdiNNgCBOACAQ&sid=8d111ee23f14415ccd5520d70d852c6e&d||||||,0.0,"Week-end (meublé)||790,00||||2 nuits +taxe de séjour,Nuitée (meublé)||193,00||||1 nuit +taxe de séjour",Chèques bancaires et postaux;Espèces;Virement,"47.513121,-0.05539",Maine-et-Loire
Chambres d'hôtes La Templerie,Chambres d'hôtes,Châteaux et demeures de prestige,0,0,41 bis Rue de la Tour d'Auvergne,0,72200.0,LA FLECHE,0.0,72154,47.6985998,-0.0662443,"Gare routière||Gare routière de La Flèche||0,5",06 87 84 34 06,0,0,0.0,https://www.latemplerie-chambre-hote-la-fleche.fr,https://youtu.be/geQCQt7Q6U0,Instagram||https://www.instagram.com/latemplerie/,0,0,non,0,0,non,0,"Climatisation,Espace bien-être,Parc/jardin,Piscine,WiFi",Entrée indépendante;Jardin indépendant;Local vélo;Parking;Plain Pied;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées,"Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge",0,0,0,5.0,0.0,1.0,15.0,360,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit)",Anglais;Espagnol;Français,oui,0,0,0,0,0.0,"1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||145,00||185,00||Prix avec Petit déjeuner compris pour 2 personnes ,Taxe de séjour / nuit / pers||0,66||0,66||",Cartes bancaires;Chèques bancaires et postaux;Espèces;Virement,"47.6985998,-0.0662443",Sarthe
La Métairie de Laura,Meublés,Maison,1 basse la métairie,0,La Métairie,0,53370.0,GESVRES,0.0,53106,48.361442,-0.161688,Gare SNCF||ALENCON||22,0,0,0,0.0,0,0,0,0,0,non,Animaux payants sur demande uniquement (6 euros/nuitée),0,non,0,"Parc/jardin,WiFi",Jardin indépendant;Local vélo;Parking;Toilettes séparées,"Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle",0,0,Non classé,3.0,0.0,0.0,10.0,160,"Location de draps,Option nettoyage",0,oui,0,BROSSAY||06 63 03 44 83||dkarine@hotmail.com,0,0,0.0,0,Chèques bancaires et postaux;Espèces;Virement,"48.361442,-0.161688",Mayenne
Gîte des Charmilles,Meublés,Maison,0,Château de la Turmelière,La Turmelière,LIRE,49530.0,OREE D'ANJOU,0.0,49069,47.3362218,-1.1845067,"Gare SNCF||Ancenis||5,Aéroport/aérodrome||Nantes Atlantique||40,Gare SNCF||Nantes||40",0,02 40 09 15 16,0,0.0,http://www.laturmeliere.org,https://www.youtube.com/watch?v=-7g4PJ-c0wg,Facebook||https://fr-fr.facebook.com/ChateaudelaTurmeliere/,0,0,non,0,0,non,0,"Parc/jardin,WiFi",Entrée indépendante;Local vélo;Parking;Plain Pied;Sanitaires privés;Terrasse / Balcon;Toilettes séparées,"Micro ondes,Lave vaisselle",0,0,Non classé,6.0,0.0,0.0,12.0,0,"Location de draps,Location de linge,Tables d'hôtes",Anglais,oui,"01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",||02 40 09 15 16||contact-chateau@turmeliere.org,0,0,0.0,"Week-end (meublé)||378,00||378,00||Location du 1er jour 9h00 au 2ème jour 18h00,Week-end (meublé)||578,00||578,00||Location du 1er jour 18h00 au 3ème jour 18h00",Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement,"47.3362218,-1.1845067",Maine-et-Loire
Chambres d'hôtes l'Elevage du Lattay,Chambres d'hôtes,Appartement,0,0,0,"Les Varennes, Châteauneuf-sur-Sarthe",49330.0,LES HAUTS-D'ANJOU,0.0,49080,47.6827243,-0.5291144,"Gare SNCF||Angers ou Sable||25,Autoroute||A11 sortie 11 Durtal||23,Gare routière||Chateauneuf sur Sarthe||3,Transport en commun||Chateauneuf sur Sarthe||3,Itinéraire de randonnée||Basses vallées||0",06 81 59 53 64,0,0,0.0,0,0,"Google+||https://www.google.com/travel/hotels/entity/CgsIoKiF5dubxcSMARAB/reviews?g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4371334%2C4401769%2C4419364%2C4509341%2C4515403%2C4545890%2C4561952%2C4582962%2C4596364%2C4600009%2C4270859%2C4284970%2C4291517&hl=fr-FR&gl=fr&ssta=1&rp,Facebook||https://fr-fr.facebook.com/elevagelattay/",0,0,non,pas dans le gîte mais possible dans local réservé,0,non,0,"Parc/jardin,WiFi",Entrée indépendante;Parking;Sanitaires privés;Toilettes séparées,"Cheminée,Micro ondes,Lave linge,Lave vaisselle",0,0,0,4.0,0.0,1.0,12.0,265,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Option nettoyage,Nettoyage (gratuit)",Anglais;Français,oui,"01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","Madame DUVOCHEL Myriam||06 81 59 53 64||myriam.duvochel@gmail.com,||06 81 59 53 64||myriam.duvochel@gmail.com",oui,Booking||https://www.booking.com/hotel/fr/chambre-d-39-hote-de-l-39-elevage-du-lattay.fr.html?aid=356931;label=metagha-link-localuniversalFR-hotel-1734416_dev-desktop_los-1_bw-26_dow-Thursday_defdate-1_room-0_lang-fr_curr-EUR_gstadt-2_rateid-0_aud-0_cid-_gacid-6626063945_mcid-10_ppa-0_clr||||06 81 59 53 64||myriam.duvochel@gmail.com,0.0,"1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||75,00||140,00||75€ = La chambre pour 2 personnes avec salle de bain privative et lit King-size, petit déjeuner inclus.;140€ = La chambre pour 4 personnes avec salle de bain privative et lit King-size, petit déjeuner inclus.,Taxe de séjour / nuit / pers||0,50||0,50||Taxe de séjour appliquée du 1er janvier au 31 décembre",Cartes bancaires;Chèques bancaires et postaux;Espèces;Virement,"47.6827243,-0.5291144",Maine-et-Loire
Chambres d'hôtes naturistes les Saulaies,Chambres d'hôtes,"Chalet,Maison,Yourte",0,0,2 La Saulaie,La Pouëze,49370.0,ERDRE-EN-ANJOU,0.0,49367,47.5562252,-0.8403938,Gare SNCF||ANGERS SAINT LAUD||25,06 12 95 42 84,0,0,0.0,https://www.lessaulaies.fr,0,Facebook||https://fr-fr.facebook.com/lessaulaies/,0,0,non,0,0,non,0,"Espace bien-être,Parc/jardin,Piscine,Piscine couverte,Plan d'eau,WiFi",Entrée indépendante;Local vélo;Parking;Plain Pied;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées,Micro ondes,0,0,0,3.0,0.0,3.0,8.0,0,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo,Option nettoyage,Nettoyage (gratuit),Tables d'hôtes",Anglais;Français,non,01/04/2025||28/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,Olivier BODIN||06 12 95 42 84||olivierbodin@lessaulaies.fr,0,0,0.0,"1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||90,00||95,00||,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||80,00||85,00||2 nuits minimum,Table d'hôtes||30,00||30,00||,Taxe de séjour / nuit / pers||0,50||0,50||Taxe de séjour appliquée du 1er janvier au 31 décembre",Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement,"47.5562252,-0.8403938",Maine-et-Loire
DOMAINE DES GAULIERS,Village locatif,"Maison,Roulotte",0,0,0,Lieu-dit Les Gauliers - CHAVAGNES-LES-EAUX,49380.0,TERRANJOU,0.0,49086,47.2628163,-0.4679966,Gare SNCF||Angers St Laud TGV||30,06 07 13 37 71,0,0,0.0,http://www.domainedesgauliers.fr,0,"Facebook||https://www.facebook.com/ledomainedesgauliers/,Tripadvisor||https://www.tripadvisor.fr/Hotel_Review-g1720853-d1980823-Reviews-Domaine_des_Gauliers-Chavagnes_Maine_et_Loire_Pays_de_la_Loire.html,Instagram||https://www.instagram.com/domainedesgauliers/",0,0,non,0,0,non,0,"Climatisation,Parc/jardin,Piscine,WiFi",Entrée indépendante;Jardin indépendant;Local vélo;Parking;Sanitaires privés;Toilettes séparées,"Equipement bébé,Micro ondes,Lave linge,Lave vaisselle,Sèche linge",0,0,5 étoiles,8.0,3.0,4.0,22.0,400,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo,Option nettoyage",Anglais;Français,oui,0,||06 07 13 37 71||elisabeth.nouteau@yahoo.com,0,0,0.0,Week-end (meublé)||||||Hors jours fériés,Chèques bancaires et postaux;Espèces;Virement,"47.2628163,-0.4679966",Maine-et-Loire
Chambres d'hôtes au Château du Plessis-Anjou,Chambres d'hôtes,Châteaux et demeures de prestige,0,Château du Plessis-Anjou,Château,Le Plessis,49220.0,LA JAILLE-YVON,0.0,49161,47.716802,-0.681941,"Gare SNCF||Angers St Laud||32,Autoroute||DURTAL A11 Sortie 11||30,Aéroport/aérodrome||Angers Marcé||35,Héliport||Sur place||0,Halte fluviale||Chenillé-Changé||3",0,02 41 95 12 75,0,0.0,http://www.chateau-du-plessis.fr,0,Facebook||https://www.facebook.com/pages/Ch%C3%A2teau-du-Plessis-La-Jaille-Yvon/1586051751689233,0,0,oui,0,0,non,Vélo Francette - Halage Mayenne,"Parc/jardin,Piscine,WiFi",Garage;Parking;Sanitaires privés;Terrasse / Balcon,Cheminée,"Accueil Vélo,Chambre d'hôtes référence",0,0,5.0,0.0,1.0,14.0,0,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo,Tables d'hôtes",Anglais;Espagnol;Français,oui,"01/04/2024||31/10/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/04/2025||31/10/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",Valérie Renoul||02 41 95 12 75||plessis.anjou@wanadoo.fr,oui,||https://www.chateau-du-plessis.fr/fr/booking/room||http://chateau-du-plessis.fr/?p=3||||,0.0,"1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||150,00||250,00||Prix selon la chambre et la période,Table d'hôtes||48,00||48,00||,Taxe de séjour / nuit / pers||0,50||0,50||Taxe de séjour appliquée du 1er janvier au 31 décembre",Cartes bancaires;Chèques bancaires et postaux;Virement,"47.716802,-0.681941",Maine-et-Loire
LA POCHERIE,Chambres d'hôtes,0,0,0,"850, route de l'Ecluse",La Pocherie,49800.0,LOIRE-AUTHION,0.0,49307,47.50482,-0.41679,"Gare SNCF||Angers||12,Autoroute||A 11||5",0,02 41 76 72 25,0,0.0,http://www.lapocherie.com,0,0,0,0,0,0,0,non,0,Parc/jardin,Entrée indépendante;Parking,Equipement bébé,0,0,0,7.0,0.0,0.0,7.0,0,0,Français,non,0,Boutreux M.Madeleine||02 41 76 72 25||lapocherie@gmail.com,0,0,0.0,0,Chèques bancaires et postaux;Chèques Vacances;Espèces,"47.50482,-0.41679",Maine-et-Loire
La Gaucherie aux Dames,Chambres d'hôtes,Maison,0,0,208 Chemin de la La Gaucherie aux Dames,0,49310.0,MONTILLIERS,0.0,49211,47.17828,-0.52945,"Gare SNCF||angers||40,Autoroute||cholet||35,Gare routière||vihiers||4,Transport en commun||vihiers||4,Aéroport/aérodrome||Nantes||100",06 78 36 09 81,02 41 58 41 70,0,0.0,http://www.lagaucherieauxdames.com,0,Tripadvisor||,0,"<div id=""TA_selfserveprop13"" class=""TA_selfserveprop""><ul id=""CNtc5v6QTpgQ"" class=""TA_links 5OHuLH""><li id=""TXIini6zkLWc"" class=""aRLRn1sw""><a target=""_blank"" href=""https://www.tripadvisor.fr/""><img src=""https://www.tripadvisor.fr/img/cdsi/img2/branding/150_logo-11900-2.png"" alt=""TripAdvisor""/></a></li></ul></div><script src=""https://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=13&amp;locationId=6124768&amp;lang=fr&amp;rating=true&amp;nreviews=2&amp;writereviewlink=true&amp;popIdx=false&amp;iswide=true&amp;border=true&amp;display_version=2""></script>",oui,0,0,non,0,"Parc/jardin,WiFi",Entrée indépendante;Parking;Terrasse / Balcon,Equipement bébé,"Gîtes de France,Vignobles et découvertes",3 épis (Gîtes de France),Non classé,2.0,0.0,0.0,4.0,30,"Location/prêt de vélo,Nettoyage (gratuit)",Allemand;Anglais;Français,oui,0,OTT Beverly||06 25 68 52 03||ott-hauville@orange.fr,0,0,0.0,0,Chèques bancaires et postaux;Espèces,"47.17828,-0.52945",Maine-et-Loire
Gîte la Petite Devansaye,Meublés,Maison,0,0,0,"La Petite Devansaye, Marans",49500.0,SEGRÉ-EN-ANJOU BLEU,0.0,49331,47.654257,-0.845633,"Gare SNCF||angers||40,Gare routière||segré||5,Aéroport/aérodrome||nantes||110",06 79 44 85 11,02 41 61 12 63,0,0.0,0,0,0,0,0,oui,0,0,non,0,"Parc/jardin,Plan d'eau",Entrée indépendante;Parking;Plain Pied,"Micro ondes,Lave vaisselle",0,0,Non classé,2.0,0.0,1.0,6.0,0,"Location de draps,Nettoyage (gratuit)",Anglais;Français,oui,"01/05/2024||30/09/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/05/2025||30/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",Monsieur et Madame de la Brosse||02 41 61 12 63||o.delabrosse@orange.fr,0,0,0.0,"Semaine (meublé)||500,00||500,00||(fourniture de draps possible : 10€ par lit).,Mid-week (meublés)||300,00||300,00||(fourniture de draps possible : 10€ par lit).,Week-end (meublé)||250,00||250,00||(fourniture de draps possible : 10€ par lit).,Taxe de séjour / nuit / pers||||||Taxe de séjour appliquée du 1er janvier au 31 décembre (3%)",Chèques bancaires et postaux,"47.654257,-0.845633",Maine-et-Loire
Safari Lodge - Zoo de La Flèche,Hébergement insolite,"Cabane,Chalet",0,0,Le Tertre Rouge,0,72200.0,LA FLÈCHE,0.0,72154,47.677388,-0.047238,"Gare SNCF||Angers||53,Gare SNCF||Le Mans||47,Gare routière||La Flèche||4,Autoroute||A11||28",0,02 43 48 19 14,0,0.0,http://www.safari-lodge.fr,0,"Facebook||https://www.facebook.com/Zoo.de.La.Fleche,Instagram||https://www.instagram.com/zoodelafleche",0,0,non,0,0,non,0,"Climatisation,Espace bien-être,Parc/jardin,WiFi",Entrée indépendante;Jardin indépendant;Parking;Plain Pied;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées,"Cheminée,Equipement bébé,Micro ondes",0,0,0,0.0,0.0,28.0,109.0,0,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit)",Anglais;Français,oui,01/01/2025||31/12/2025||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||||10:00||18:00||||,0,0,0,0.0,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||||||Informations et tarifs sur notre site internet : http://www.safari-lodge.fr,Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances,"47.677388,-0.047238",Sarthe
